C:\Users\Shivam\Desktop\data\IMG\center_2019_06_29_16_56_33_475.jpg, C:\Users\Shivam\Desktop\data\IMG\left_2019_06_29_16_56_33_475.jpg, C:\Users\Shivam\Desktop\data\IMG\right_2019_06_29_16_56_33_475.jpg, 0, 0, 0, 7.784014E-05
C:\Users\Shivam\Desktop\data\IMG\center_2019_06_29_16_56_33_577.jpg, C:\Users\Shivam\Desktop\data\IMG\left_2019_06_29_16_56_33_577.jpg, C:\Users\Shivam\Desktop\data\IMG\right_2019_06_29_16_56_33_577.jpg, 0, 0, 0, 7.8659E-05
C:\Users\Shivam\Desktop\data\IMG\center_2019_06_29_16_56_33_686.jpg, C:\Users\Shivam\Desktop\data\IMG\left_2019_06_29_16_56_33_686.jpg, C:\Users\Shivam\Desktop\data\IMG\right_2019_06_29_16_56_33_686.jpg, 0, 0, 0, 7.873517E-05
C:\Users\Shivam\Desktop\data\IMG\center_2019_06_29_16_56_33_792.jpg, C:\Users\Shivam\Desktop\data\IMG\left_2019_06_29_16_56_33_792.jpg, C:\Users\Shivam\Desktop\data\IMG\right_2019_06_29_16_56_33_792.jpg, 0, 0, 0, 7.868562E-05
C:\Users\Shivam\Desktop\data\IMG\center_2019_06_29_16_56_33_896.jpg, C:\Users\Shivam\Desktop\data\IMG\left_2019_06_29_16_56_33_896.jpg, C:\Users\Shivam\Desktop\data\IMG\right_2019_06_29_16_56_33_896.jpg, 0, 0, 0, 7.883093E-05
C:\Users\Shivam\Desktop\data\IMG\center_2019_06_29_16_56_34_000.jpg, C:\Users\Shivam\Desktop\data\IMG\left_2019_06_29_16_56_34_000.jpg, C:\Users\Shivam\Desktop\data\IMG\right_2019_06_29_16_56_34_000.jpg, 0, 0, 0, 7.866992E-05
C:\Users\Shivam\Desktop\data\IMG\center_2019_06_29_16_56_34_103.jpg, C:\Users\Shivam\Desktop\data\IMG\left_2019_06_29_16_56_34_103.jpg, C:\Users\Shivam\Desktop\data\IMG\right_2019_06_29_16_56_34_103.jpg, 0, 0, 0, 7.882212E-05
C:\Users\Shivam\Desktop\data\IMG\center_2019_06_29_16_56_34_207.jpg, C:\Users\Shivam\Desktop\data\IMG\left_2019_06_29_16_56_34_207.jpg, C:\Users\Shivam\Desktop\data\IMG\right_2019_06_29_16_56_34_207.jpg, 0, 0, 0, 8.292944E-05
C:\Users\Shivam\Desktop\data\IMG\center_2019_06_29_16_56_34_314.jpg, C:\Users\Shivam\Desktop\data\IMG\left_2019_06_29_16_56_34_314.jpg, C:\Users\Shivam\Desktop\data\IMG\right_2019_06_29_16_56_34_314.jpg, 0, 0, 0, 7.763094E-05
C:\Users\Shivam\Desktop\data\IMG\center_2019_06_29_16_56_34_423.jpg, C:\Users\Shivam\Desktop\data\IMG\left_2019_06_29_16_56_34_423.jpg, C:\Users\Shivam\Desktop\data\IMG\right_2019_06_29_16_56_34_423.jpg, 0, 0, 0, 7.958608E-05
C:\Users\Shivam\Desktop\data\IMG\center_2019_06_29_16_56_34_527.jpg, C:\Users\Shivam\Desktop\data\IMG\left_2019_06_29_16_56_34_527.jpg, C:\Users\Shivam\Desktop\data\IMG\right_2019_06_29_16_56_34_527.jpg, 0, 0, 0, 7.907479E-05
C:\Users\Shivam\Desktop\data\IMG\center_2019_06_29_16_56_34_630.jpg, C:\Users\Shivam\Desktop\data\IMG\left_2019_06_29_16_56_34_630.jpg, C:\Users\Shivam\Desktop\data\IMG\right_2019_06_29_16_56_34_630.jpg, 0, 0, 0, 7.802188E-05
C:\Users\Shivam\Desktop\data\IMG\center_2019_06_29_16_56_34_733.jpg, C:\Users\Shivam\Desktop\data\IMG\left_2019_06_29_16_56_34_733.jpg, C:\Users\Shivam\Desktop\data\IMG\right_2019_06_29_16_56_34_733.jpg, -0.3457258, 0, 0, 9.019073E-05
C:\Users\Shivam\Desktop\data\IMG\center_2019_06_29_16_56_34_835.jpg, C:\Users\Shivam\Desktop\data\IMG\left_2019_06_29_16_56_34_835.jpg, C:\Users\Shivam\Desktop\data\IMG\right_2019_06_29_16_56_34_835.jpg, -0.2695505, 0, 0, 8.931777E-05
C:\Users\Shivam\Desktop\data\IMG\center_2019_06_29_16_56_34_940.jpg, C:\Users\Shivam\Desktop\data\IMG\left_2019_06_29_16_56_34_940.jpg, C:\Users\Shivam\Desktop\data\IMG\right_2019_06_29_16_56_34_940.jpg, 0, 0, 0, 7.852155E-05
C:\Users\Shivam\Desktop\data\IMG\center_2019_06_29_16_56_35_048.jpg, C:\Users\Shivam\Desktop\data\IMG\left_2019_06_29_16_56_35_048.jpg, C:\Users\Shivam\Desktop\data\IMG\right_2019_06_29_16_56_35_048.jpg, 0, 0, 0, 7.869775E-05
C:\Users\Shivam\Desktop\data\IMG\center_2019_06_29_16_56_35_156.jpg, C:\Users\Shivam\Desktop\data\IMG\left_2019_06_29_16_56_35_156.jpg, C:\Users\Shivam\Desktop\data\IMG\right_2019_06_29_16_56_35_156.jpg, 0, 0, 0, 7.97684E-05
C:\Users\Shivam\Desktop\data\IMG\center_2019_06_29_16_56_35_264.jpg, C:\Users\Shivam\Desktop\data\IMG\left_2019_06_29_16_56_35_264.jpg, C:\Users\Shivam\Desktop\data\IMG\right_2019_06_29_16_56_35_264.jpg, 0, 0, 0, 7.803741E-05
C:\Users\Shivam\Desktop\data\IMG\center_2019_06_29_16_56_35_370.jpg, C:\Users\Shivam\Desktop\data\IMG\left_2019_06_29_16_56_35_370.jpg, C:\Users\Shivam\Desktop\data\IMG\right_2019_06_29_16_56_35_370.jpg, 0, 0, 0, 7.893708E-05
C:\Users\Shivam\Desktop\data\IMG\center_2019_06_29_16_56_35_478.jpg, C:\Users\Shivam\Desktop\data\IMG\left_2019_06_29_16_56_35_478.jpg, C:\Users\Shivam\Desktop\data\IMG\right_2019_06_29_16_56_35_478.jpg, 0, 0.1097421, 0, 0.0200186
C:\Users\Shivam\Desktop\data\IMG\center_2019_06_29_16_56_35_580.jpg, C:\Users\Shivam\Desktop\data\IMG\left_2019_06_29_16_56_35_580.jpg, C:\Users\Shivam\Desktop\data\IMG\right_2019_06_29_16_56_35_580.jpg, 0, 0.4059859, 0, 0.3863253
C:\Users\Shivam\Desktop\data\IMG\center_2019_06_29_16_56_35_687.jpg, C:\Users\Shivam\Desktop\data\IMG\left_2019_06_29_16_56_35_687.jpg, C:\Users\Shivam\Desktop\data\IMG\right_2019_06_29_16_56_35_687.jpg, 0, 0.3630705, 0, 0.9698941
C:\Users\Shivam\Desktop\data\IMG\center_2019_06_29_16_56_35_794.jpg, C:\Users\Shivam\Desktop\data\IMG\left_2019_06_29_16_56_35_794.jpg, C:\Users\Shivam\Desktop\data\IMG\right_2019_06_29_16_56_35_794.jpg, 0, 0, 0, 1.132634
C:\Users\Shivam\Desktop\data\IMG\center_2019_06_29_16_56_35_901.jpg, C:\Users\Shivam\Desktop\data\IMG\left_2019_06_29_16_56_35_901.jpg, C:\Users\Shivam\Desktop\data\IMG\right_2019_06_29_16_56_35_901.jpg, 0, 0, 0, 1.121171
C:\Users\Shivam\Desktop\data\IMG\center_2019_06_29_16_56_36_007.jpg, C:\Users\Shivam\Desktop\data\IMG\left_2019_06_29_16_56_36_007.jpg, C:\Users\Shivam\Desktop\data\IMG\right_2019_06_29_16_56_36_007.jpg, 0, 0, 0, 1.109929
C:\Users\Shivam\Desktop\data\IMG\center_2019_06_29_16_56_36_113.jpg, C:\Users\Shivam\Desktop\data\IMG\left_2019_06_29_16_56_36_113.jpg, C:\Users\Shivam\Desktop\data\IMG\right_2019_06_29_16_56_36_113.jpg, 0, 0, 0, 1.096588
C:\Users\Shivam\Desktop\data\IMG\center_2019_06_29_16_56_36_216.jpg, C:\Users\Shivam\Desktop\data\IMG\left_2019_06_29_16_56_36_216.jpg, C:\Users\Shivam\Desktop\data\IMG\right_2019_06_29_16_56_36_216.jpg, -0.3064376, 0, 0, 1.082034
C:\Users\Shivam\Desktop\data\IMG\center_2019_06_29_16_56_36_323.jpg, C:\Users\Shivam\Desktop\data\IMG\left_2019_06_29_16_56_36_323.jpg, C:\Users\Shivam\Desktop\data\IMG\right_2019_06_29_16_56_36_323.jpg, -0.601056, 0, 0, 1.0624
C:\Users\Shivam\Desktop\data\IMG\center_2019_06_29_16_56_36_429.jpg, C:\Users\Shivam\Desktop\data\IMG\left_2019_06_29_16_56_36_429.jpg, C:\Users\Shivam\Desktop\data\IMG\right_2019_06_29_16_56_36_429.jpg, -0.3501549, 0, 0, 1.054324
C:\Users\Shivam\Desktop\data\IMG\center_2019_06_29_16_56_36_536.jpg, C:\Users\Shivam\Desktop\data\IMG\left_2019_06_29_16_56_36_536.jpg, C:\Users\Shivam\Desktop\data\IMG\right_2019_06_29_16_56_36_536.jpg, 0, 0, 0, 1.042345
C:\Users\Shivam\Desktop\data\IMG\center_2019_06_29_16_56_36_642.jpg, C:\Users\Shivam\Desktop\data\IMG\left_2019_06_29_16_56_36_642.jpg, C:\Users\Shivam\Desktop\data\IMG\right_2019_06_29_16_56_36_642.jpg, 0, 0.2951258, 0, 1.267891
C:\Users\Shivam\Desktop\data\IMG\center_2019_06_29_16_56_36_745.jpg, C:\Users\Shivam\Desktop\data\IMG\left_2019_06_29_16_56_36_745.jpg, C:\Users\Shivam\Desktop\data\IMG\right_2019_06_29_16_56_36_745.jpg, 0, 0.6050364, 0, 1.850061
